batting_team,bowling_team,current_over,current_score,wickets_lost,target_over,target_score
GT,KKR,10,77,8,14,108
SRH,PBKS,14,121,2,16,150
MI,PBKS,7,43,2,12,98
LSG,RR,15,105,1,19,166
MI,KKR,9,56,2,12,82
RCB,GT,7,69,2,12,146
LSG,PBKS,5,33,2,13,150
RCB,LSG,8,77,5,14,138
PBKS,CSK,9,76,7,14,103
KKR,MI,9,83,0,10,95
KKR,CSK,6,59,4,18,213
GT,PBKS,11,87,4,19,173
PBKS,MI,13,81,1,15,102
KKR,LSG,13,93,8,17,125
KKR,CSK,14,96,6,19,141
DC,PBKS,7,62,3,17,170
PBKS,RR,15,118,4,17,133
KKR,PBKS,5,30,0,18,202
DC,PBKS,6,53,4,17,141
RR,MI,15,117,7,17,134
RCB,SRH,8,57,6,19,138
RR,CSK,15,99,1,18,126
SRH,LSG,10,80,6,15,118
GT,RR,8,49,5,18,143
KKR,CSK,12,97,8,16,122
SRH,CSK,13,106,5,20,150
LSG,MI,8,53,3,11,95
MI,RR,7,51,0,16,132
SRH,LSG,6,48,3,16,156
GT,RR,15,139,7,20,174
SRH,MI,5,45,3,18,141
LSG,GT,9,59,4,20,174
KKR,RCB,6,36,0,20,280
DC,RR,14,133,4,19,189
RCB,KKR,8,62,0,15,137
PBKS,RR,10,63,8,16,99
CSK,PBKS,7,67,1,11,113
RCB,CSK,12,100,0,19,172
GT,KKR,9,72,6,18,148
LSG,GT,5,31,3,18,163
GT,CSK,5,31,0,8,81
KKR,MI,15,97,9,16,104
MI,KKR,12,100,3,13,109
MI,SRH,13,87,5,14,98
DC,SRH,15,144,3,17,160
GT,CSK,9,76,7,10,84
SRH,DC,14,133,6,15,140
RCB,DC,7,54,1,12,114
GT,MI,10,64,5,13,89
RCB,DC,5,38,2,13,110
PBKS,LSG,13,86,8,15,94
CSK,MI,11,77,8,12,81
GT,RR,12,112,3,13,126
RCB,MI,7,59,5,17,146
KKR,CSK,10,63,4,15,125
KKR,RCB,7,65,0,16,179
MI,GT,10,89,7,16,144
PBKS,GT,5,46,0,15,186
MI,KKR,13,81,7,16,97
KKR,RR,8,52,1,17,201
MI,GT,7,59,4,19,179
MI,DC,5,33,2,8,75
MI,LSG,11,99,3,15,156
DC,RCB,15,115,1,20,165
CSK,GT,7,42,2,11,101
MI,KKR,15,143,2,19,187
RCB,RR,6,47,2,14,155
PBKS,RCB,8,49,2,16,128
CSK,GT,15,144,2,19,182
GT,RR,13,80,5,18,119
RCB,LSG,15,111,2,20,161
DC,RCB,8,66,1,12,109
PBKS,RR,5,31,0,20,189
PBKS,MI,8,58,2,16,133
MI,CSK,13,100,7,20,162
PBKS,LSG,10,99,2,16,176
KKR,RCB,12,76,4,16,102
CSK,RR,10,68,8,17,103
PBKS,DC,14,129,3,16,154
SRH,LSG,15,97,5,19,121
PBKS,SRH,10,62,6,11,72
MI,RCB,11,90,2,20,208
LSG,RCB,6,55,4,14,120
DC,KKR,15,123,1,18,169
DC,GT,12,118,9,20,154
RCB,DC,7,56,3,16,145
LSG,RR,9,82,0,20,204
CSK,RR,7,44,1,11,88
RR,MI,5,35,3,15,132
DC,LSG,9,74,6,17,154
SRH,RR,12,80,2,16,141
DC,SRH,10,62,1,16,120
PBKS,CSK,10,92,4,17,155
DC,GT,7,54,1,9,84
MI,RR,12,107,1,17,180
RCB,PBKS,7,68,4,14,119
PBKS,RR,11,70,4,20,182
LSG,RR,13,117,6,14,127
RR,RCB,7,68,4,11,111
DC,KKR,13,93,9,16,107
RR,DC,9,82,1,17,165
LSG,GT,15,113,1,17,133
GT,LSG,7,45,1,12,126
DC,KKR,5,33,0,11,117
KKR,PBKS,12,79,7,18,122
KKR,MI,7,67,3,12,110
CSK,RCB,15,144,7,17,160
PBKS,MI,5,45,3,20,221
LSG,MI,9,74,2,12,111
DC,PBKS,13,121,3,19,184
PBKS,LSG,10,93,6,13,118
RR,DC,8,65,0,20,249
SRH,MI,14,102,6,17,121
RR,CSK,9,77,1,12,124
KKR,DC,5,42,0,8,77
CSK,SRH,12,80,8,18,108
KKR,GT,10,93,1,15,137
SRH,PBKS,5,41,0,6,50
LSG,SRH,14,121,0,16,144
DC,RR,13,120,1,19,186
MI,LSG,5,44,1,16,149
DC,PBKS,15,128,1,16,137
RCB,RR,8,56,4,15,135
CSK,RR,8,72,6,10,86
RR,GT,7,54,1,16,204
LSG,RCB,10,74,0,16,179
SRH,GT,9,69,7,16,131
PBKS,RR,5,47,3,13,139
PBKS,LSG,12,92,0,13,102
PBKS,SRH,9,83,3,10,92
MI,DC,8,59,2,14,125
KKR,DC,6,50,2,15,147
GT,RR,6,58,4,14,147
CSK,RR,11,69,2,15,129
GT,KKR,9,81,4,16,165
RR,DC,14,112,5,18,142
DC,PBKS,7,64,0,11,130
GT,KKR,13,119,1,16,149
MI,KKR,5,43,0,19,246
CSK,LSG,11,66,4,15,96
RCB,GT,6,43,4,20,220
GT,LSG,9,72,0,10,83
CSK,RR,11,71,4,14,94
MI,CSK,15,111,8,17,122
KKR,RCB,8,52,2,11,88
PBKS,RCB,9,55,3,11,69
DC,PBKS,11,96,2,17,177
DC,GT,9,81,3,20,187
MI,GT,10,97,0,13,128
MI,GT,15,149,5,20,193
MI,SRH,10,69,6,19,148
CSK,LSG,6,42,1,13,109
GT,CSK,11,73,2,16,147
RCB,RR,7,59,2,19,223
LSG,RCB,5,47,3,10,114
RR,MI,15,92,9,18,103
KKR,PBKS,8,74,5,9,83
RCB,RR,13,89,3,18,128
GT,MI,11,91,8,17,126
KKR,DC,11,87,8,12,92
CSK,MI,8,65,0,9,81
CSK,GT,9,63,7,17,110
RR,GT,7,60,5,15,152
CSK,KKR,14,84,0,20,176
DC,RR,13,80,7,17,112
CSK,GT,12,88,4,18,135
RR,MI,10,87,0,15,156
RCB,KKR,14,94,2,19,170
GT,RCB,12,115,8,15,134
LSG,RR,10,63,4,17,130
KKR,DC,14,84,1,18,123
CSK,RCB,12,93,2,20,174
RCB,MI,8,68,2,18,184
CSK,KKR,8,53,6,14,97
MI,DC,10,96,6,16,147
GT,MI,15,100,8,19,123
KKR,RR,5,38,1,11,104
RCB,DC,9,62,1,15,147
RCB,KKR,13,113,7,17,146
LSG,RR,9,57,0,12,92
GT,RR,9,61,7,12,87
KKR,LSG,8,62,0,10,90
MI,PBKS,10,64,7,17,129
CSK,KKR,5,41,2,20,169
GT,MI,12,112,8,16,137
DC,PBKS,6,59,3,15,181
KKR,SRH,12,109,4,17,158
SRH,RCB,7,49,4,18,131
LSG,DC,11,77,7,16,114
MI,PBKS,14,129,0,16,162
DC,MI,6,45,1,17,226
RCB,MI,11,66,8,16,95
RCB,KKR,5,43,2,11,116
DC,LSG,6,52,1,18,156
LSG,MI,5,45,1,16,220
CSK,MI,12,118,8,20,163
PBKS,MI,9,82,6,12,111
CSK,LSG,14,118,0,18,186
CSK,MI,5,34,0,17,236
RR,CSK,14,137,9,15,143
SRH,RCB,11,71,6,12,80
RR,CSK,13,123,1,17,164
KKR,PBKS,6,49,0,14,192
PBKS,GT,11,68,0,16,136
PBKS,LSG,12,118,5,20,202
RR,PBKS,6,51,2,12,110
CSK,KKR,6,47,1,9,89
KKR,SRH,6,36,1,19,251
KKR,RCB,13,115,1,17,148
RCB,GT,5,46,0,14,185
GT,DC,11,66,7,14,89
KKR,PBKS,11,80,3,18,167
KKR,LSG,7,50,4,9,68
GT,SRH,5,32,3,11,108
CSK,GT,12,103,1,18,166
MI,GT,8,75,0,12,115
SRH,RCB,10,77,2,18,186
PBKS,KKR,12,114,1,14,143
KKR,GT,15,143,9,20,176
PBKS,KKR,9,86,6,15,128
SRH,DC,11,101,4,18,172
RR,RCB,12,112,3,16,161
SRH,DC,13,107,3,17,162
RR,DC,6,41,3,12,93
CSK,DC,11,88,6,12,98
PBKS,DC,11,88,4,20,178
MI,SRH,10,62,5,12,82
KKR,RCB,7,54,0,16,202
RR,SRH,15,115,3,19,144
PBKS,SRH,9,68,3,18,158
CSK,PBKS,6,58,1,12,117
DC,RR,15,137,8,19,164
KKR,SRH,10,92,2,18,198
RCB,KKR,11,83,7,16,129
GT,DC,7,64,3,8,71
RR,GT,5,45,1,12,151
RCB,RR,8,53,0,10,75
SRH,RR,8,67,5,16,115
KKR,SRH,8,62,0,16,191
MI,KKR,5,30,4,18,121
RR,DC,9,56,0,18,217
PBKS,KKR,6,45,4,12,122
SRH,KKR,12,110,4,18,160
PBKS,GT,15,123,0,19,192
DC,MI,15,91,3,17,108
PBKS,GT,12,81,9,17,111
KKR,DC,12,82,2,14,98
DC,KKR,14,99,4,19,132
PBKS,LSG,9,86,2,15,140
RR,DC,7,56,1,16,162
RR,GT,7,65,0,19,222
MI,CSK,9,61,5,20,190
KKR,RCB,5,44,2,17,178
GT,DC,9,57,7,14,92
GT,PBKS,7,57,5,14,140
RR,GT,12,95,1,19,193
MI,SRH,14,131,8,20,169
RCB,RR,10,71,2,11,85
GT,MI,5,46,3,11,111
KKR,GT,6,37,4,19,164
PBKS,DC,9,76,1,14,159
CSK,LSG,5,38,4,16,179
KKR,CSK,15,94,0,16,108
CSK,DC,14,91,6,16,110
MI,RCB,11,88,5,12,99
DC,KKR,7,59,1,18,174
RCB,RR,14,113,2,17,148
DC,GT,15,131,0,16,144
KKR,RR,13,103,8,14,111
PBKS,RR,13,82,1,18,142
DC,RCB,15,132,4,19,179
GT,KKR,7,51,2,12,116
LSG,SRH,10,81,4,19,195
RR,CSK,14,113,0,18,160
SRH,DC,15,144,8,19,174
CSK,RR,5,31,2,17,200
LSG,CSK,10,68,8,12,83
RR,GT,7,66,2,8,75
LSG,PBKS,13,128,2,20,215
PBKS,KKR,12,76,4,16,121
CSK,SRH,14,131,2,20,185
RR,DC,5,48,1,20,239
GT,MI,5,45,0,6,62
LSG,CSK,14,101,4,20,162
MI,RCB,11,109,0,15,176
RR,PBKS,11,91,8,13,103
RCB,KKR,8,60,2,9,69
KKR,CSK,8,58,6,14,106
CSK,DC,6,44,3,10,84
DC,PBKS,9,58,7,14,95
PBKS,SRH,14,128,2,16,154
LSG,CSK,7,57,3,13,121
RCB,DC,5,49,3,6,56
LSG,RR,8,75,6,17,147
PBKS,CSK,13,111,3,18,157
MI,DC,11,82,6,12,88
MI,CSK,9,70,4,14,129
CSK,PBKS,13,123,8,19,161
KKR,MI,9,77,0,16,162
DC,KKR,7,66,1,14,144
CSK,RCB,14,118,7,18,154
LSG,MI,8,48,1,14,139
PBKS,DC,6,39,4,7,45
LSG,DC,6,43,3,17,165
MI,LSG,7,45,0,18,198
KKR,PBKS,15,92,2,18,121
PBKS,GT,13,101,7,20,157
RCB,PBKS,14,88,2,17,117
LSG,GT,13,126,0,14,142
MI,LSG,13,90,8,18,124
RR,RCB,8,56,1,12,91
MI,RCB,9,62,3,16,122
SRH,MI,14,122,6,19,159
MI,KKR,8,67,2,17,152
DC,PBKS,11,85,2,12,99
PBKS,KKR,6,53,4,7,61
RR,PBKS,15,126,9,20,155
RR,MI,5,36,4,13,120
KKR,LSG,15,110,5,16,121
KKR,RR,13,118,7,14,125
KKR,RR,7,63,2,12,102
PBKS,SRH,13,128,4,16,167
LSG,GT,10,88,3,15,143
SRH,RR,11,66,7,12,72
PBKS,LSG,5,37,4,6,49
MI,DC,11,81,2,18,138
KKR,SRH,5,41,2,10,92
CSK,RCB,14,105,2,16,121
LSG,DC,5,36,2,20,177
SRH,RCB,15,117,5,19,152
LSG,GT,6,50,2,10,107
PBKS,LSG,13,122,1,20,212
SRH,DC,8,70,3,20,160
RCB,KKR,7,56,4,12,89
KKR,MI,15,102,3,16,110
RR,RCB,9,64,6,17,115
CSK,DC,12,113,5,16,151
CSK,PBKS,5,34,1,18,162
MI,DC,7,55,0,9,73
CSK,RR,5,35,1,11,93
RR,RCB,5,31,3,8,56
RCB,CSK,14,119,1,18,163
PBKS,KKR,8,49,2,14,106
GT,KKR,5,40,1,9,104
RCB,PBKS,14,86,1,15,101
CSK,SRH,15,107,8,18,124
RR,LSG,15,135,1,16,150
CSK,GT,13,98,5,19,139
LSG,KKR,8,68,6,20,169
DC,LSG,5,38,4,7,55
LSG,PBKS,15,123,6,16,128
CSK,MI,7,43,3,13,100
LSG,MI,6,50,3,15,124
LSG,DC,13,116,8,20,167
SRH,RCB,5,43,0,9,95
CSK,GT,10,89,4,19,186
RCB,LSG,14,91,3,18,141
SRH,KKR,15,137,5,16,144
DC,KKR,7,54,5,13,123
GT,SRH,6,59,1,19,235
MI,GT,12,95,5,17,149
DC,RR,7,48,2,15,162
CSK,RCB,8,70,4,15,132
CSK,LSG,15,96,1,18,131
GT,SRH,7,57,2,15,137
KKR,SRH,12,93,0,16,136
GT,LSG,11,108,0,19,183
KKR,SRH,10,76,0,16,173
GT,KKR,5,48,4,19,162
SRH,MI,7,69,3,11,104
RCB,MI,12,105,6,15,130
PBKS,RCB,5,36,3,6,49
CSK,GT,11,103,7,17,138
CSK,KKR,13,125,0,15,160
GT,LSG,14,109,1,17,148
MI,PBKS,11,86,1,19,197
MI,DC,12,72,0,15,106
SRH,LSG,14,104,6,17,131
CSK,MI,8,53,0,12,92
LSG,MI,10,64,3,16,135
KKR,GT,12,118,5,19,186
LSG,KKR,7,52,0,16,143
RR,RCB,7,42,5,12,80
MI,RCB,6,45,0,19,266
CSK,RCB,11,98,6,13,112
PBKS,RR,8,74,1,11,110
KKR,RCB,5,32,2,19,171
RCB,CSK,8,56,2,20,215
RR,DC,5,41,1,20,248
SRH,GT,5,35,1,18,148
CSK,PBKS,14,94,4,16,116
PBKS,CSK,15,91,5,16,102
KKR,DC,5,47,0,19,192
GT,RR,6,37,2,17,134
GT,KKR,14,114,6,16,127
MI,RCB,5,49,2,12,149
SRH,CSK,10,63,8,12,76
LSG,CSK,5,39,2,16,171
RR,GT,14,138,2,20,218
RCB,GT,12,93,4,17,136
RCB,KKR,12,86,9,20,124
KKR,MI,15,137,3,17,154
LSG,KKR,9,54,3,14,104
LSG,RR,5,39,2,14,123
SRH,GT,9,76,1,18,199
SRH,RCB,9,74,2,12,120
RR,PBKS,11,87,3,19,154
MI,PBKS,6,52,4,14,105
DC,KKR,6,42,3,11,100
CSK,PBKS,9,62,6,12,90
CSK,KKR,5,46,3,9,91
LSG,SRH,8,61,6,14,121
CSK,PBKS,12,75,1,15,123
SRH,KKR,12,78,3,17,119
LSG,MI,11,102,1,20,220
CSK,PBKS,9,56,2,14,99
PBKS,MI,11,71,8,15,93
KKR,DC,14,133,0,17,175
RR,PBKS,11,102,3,12,114
DC,CSK,5,44,0,15,205
KKR,SRH,12,89,4,19,166
MI,KKR,15,144,2,16,152
SRH,RR,14,109,3,19,157
RCB,KKR,9,56,0,14,117
LSG,DC,7,51,4,18,188
MI,RCB,8,61,5,11,86
GT,PBKS,8,71,0,20,260
MI,RCB,14,112,6,20,170
SRH,KKR,11,89,8,19,141
GT,RR,9,81,6,20,175
GT,KKR,5,44,2,6,55
SRH,KKR,9,68,0,19,215
MI,RR,13,115,4,20,166
MI,GT,6,56,0,15,177
LSG,MI,5,42,2,7,62
KKR,RR,8,68,0,20,260
DC,RR,13,95,5,15,117
LSG,MI,6,42,1,9,86
RR,SRH,7,57,2,10,97
RCB,GT,12,106,7,13,111
DC,PBKS,13,115,5,20,166
RR,SRH,15,116,5,16,122
PBKS,SRH,6,37,2,19,177
LSG,GT,13,122,9,18,146
RR,DC,13,95,6,15,107
LSG,RR,8,76,0,17,236
PBKS,KKR,5,38,4,17,186
SRH,GT,5,42,1,13,135
KKR,CSK,8,60,3,11,90
RR,SRH,5,40,3,6,51
GT,SRH,8,53,2,16,167
LSG,KKR,15,107,4,17,125
KKR,PBKS,15,127,5,17,149
GT,RCB,15,103,5,20,138
KKR,PBKS,8,76,4,10,90
MI,RCB,12,112,8,15,130
LSG,CSK,5,35,0,14,166
DC,MI,7,59,3,13,126
CSK,RR,5,35,3,13,93
GT,MI,7,48,5,19,131
RCB,MI,6,53,1,17,173
LSG,RCB,5,44,4,15,133
LSG,KKR,12,108,5,18,144
SRH,KKR,6,41,4,10,81
SRH,RR,9,54,1,12,88
DC,PBKS,5,40,3,16,174
DC,MI,7,64,1,15,192
MI,LSG,15,99,9,17,109
RCB,PBKS,7,56,4,15,111
RCB,KKR,15,129,1,17,152
KKR,RR,10,82,5,16,140
DC,SRH,14,116,3,16,143
MI,SRH,10,69,5,14,109
RCB,CSK,15,128,7,18,148
MI,RR,13,129,5,20,201
DC,CSK,13,85,6,15,99
SRH,RR,11,88,1,14,130
LSG,KKR,5,39,4,20,216
SRH,MI,14,125,7,15,130
PBKS,DC,14,118,5,16,136
PBKS,RCB,10,66,8,19,111
GT,RCB,8,57,0,16,172
RR,LSG,7,59,5,10,87
RR,KKR,6,54,4,17,134
PBKS,GT,5,30,2,7,49
KKR,GT,15,112,2,17,141
DC,GT,5,38,2,14,140
CSK,GT,14,109,6,15,116
PBKS,CSK,7,61,4,14,127
SRH,DC,10,63,4,17,127
LSG,GT,12,105,4,19,159
LSG,RCB,13,87,8,18,126
RR,PBKS,6,47,1,12,129
LSG,KKR,13,103,1,18,180
PBKS,MI,14,135,6,19,175
KKR,SRH,15,126,2,19,165
LSG,MI,14,127,8,18,158
GT,SRH,14,94,9,18,111
MI,RCB,8,51,3,10,71
DC,RCB,7,42,2,11,86
PBKS,DC,8,54,4,13,89
MI,GT,14,136,4,16,154
CSK,RR,14,113,8,17,129
CSK,RCB,11,80,3,13,104
CSK,GT,14,133,0,16,160
RR,SRH,6,43,1,19,172
DC,RCB,6,40,3,10,71
LSG,KKR,14,86,2,17,121
CSK,KKR,9,73,4,18,146
PBKS,RCB,9,60,7,17,129
LSG,SRH,12,75,7,15,96
KKR,DC,14,84,8,17,104
LSG,RR,9,72,1,19,187
KKR,DC,8,72,4,10,97
LSG,MI,11,94,6,15,134
RCB,PBKS,6,38,3,17,120
DC,LSG,13,88,1,15,109
KKR,RR,10,80,1,18,166
LSG,RR,12,81,2,13,90
RR,MI,10,73,0,20,216
LSG,RCB,6,50,4,20,213
PBKS,RCB,12,95,1,18,162
CSK,MI,14,112,6,18,136
LSG,SRH,9,78,4,12,114
RR,LSG,5,44,4,10,104
GT,LSG,5,30,4,20,151
RR,CSK,9,70,5,15,138
DC,LSG,10,90,6,18,157
MI,DC,10,72,0,17,184
DC,KKR,15,119,7,18,146
SRH,RCB,15,134,7,17,147
PBKS,MI,5,43,1,15,183
PBKS,SRH,11,90,5,14,112
SRH,DC,12,90,1,16,135
GT,CSK,15,106,5,19,136
RCB,PBKS,10,81,2,19,196
SRH,LSG,5,39,0,13,176
RCB,GT,7,44,4,20,210
GT,RCB,10,89,5,16,138
DC,CSK,8,55,6,19,160
PBKS,RCB,11,97,3,19,164
RCB,KKR,7,52,1,19,158
SRH,RR,13,91,3,20,180
RCB,CSK,6,53,3,13,117
RCB,CSK,8,56,3,16,147
MI,KKR,12,105,6,14,116
RR,DC,11,92,8,17,141
RR,PBKS,9,54,5,15,107
MI,DC,8,73,4,10,88
LSG,RCB,5,49,1,8,78
GT,KKR,5,42,1,13,152
KKR,RCB,10,82,8,16,114
CSK,KKR,13,114,8,20,163
SRH,PBKS,13,108,4,17,156
LSG,KKR,11,105,5,19,175
KKR,MI,5,36,4,14,128
PBKS,SRH,12,110,2,16,159
RR,LSG,13,103,4,14,115
LSG,DC,6,49,4,20,223
GT,SRH,5,46,0,13,151
RCB,MI,13,129,8,15,143
CSK,SRH,8,67,0,9,77
GT,MI,12,78,9,14,85
PBKS,CSK,13,106,3,14,115
KKR,CSK,14,107,2,15,122
KKR,CSK,7,69,3,17,166
GT,SRH,12,91,5,20,173
GT,SRH,13,125,0,18,204
GT,DC,11,100,6,15,125
GT,LSG,8,55,1,12,110
CSK,MI,15,134,8,16,139
DC,RR,5,39,0,15,130
RCB,RR,10,89,8,14,113
MI,LSG,6,51,4,9,75
RR,PBKS,7,68,3,20,246
CSK,LSG,12,81,7,18,118
DC,LSG,13,122,5,20,179
KKR,RR,9,55,1,12,81
GT,CSK,15,109,1,17,129
KKR,MI,13,99,0,14,109
CSK,DC,6,39,0,16,191
LSG,CSK,5,33,1,20,222
PBKS,LSG,5,46,1,15,182
SRH,PBKS,5,35,0,19,163
SRH,RR,6,39,4,11,79
DC,PBKS,7,45,1,9,68
PBKS,GT,12,96,1,18,191
PBKS,RR,14,139,7,20,178
DC,RR,10,64,2,17,169
PBKS,RR,8,48,4,15,101
CSK,RR,9,67,3,17,125
GT,SRH,15,141,5,16,148
RR,PBKS,7,64,0,12,120
RCB,PBKS,13,121,8,20,175
RCB,GT,8,58,2,10,74
MI,RR,9,76,0,12,106
DC,LSG,11,92,6,16,134
DC,GT,5,41,0,6,53
LSG,MI,10,92,6,17,146
RCB,MI,9,56,3,13,105
CSK,KKR,13,112,4,17,150
SRH,GT,14,118,3,17,155
MI,PBKS,12,95,4,20,171
KKR,GT,6,49,1,18,159
RCB,KKR,14,95,1,17,133
PBKS,GT,12,119,3,15,159
GT,RR,10,86,1,15,157
RR,PBKS,10,67,4,19,149
RR,CSK,15,123,5,17,137
LSG,RR,7,67,3,10,100
SRH,GT,14,136,4,19,172
KKR,LSG,5,37,4,18,138
MI,PBKS,14,89,3,15,103
MI,PBKS,14,84,3,20,162
DC,SRH,8,71,3,18,165
PBKS,DC,7,60,0,15,164
MI,GT,8,72,0,19,173
RCB,KKR,9,63,2,19,149
CSK,SRH,15,110,2,20,165
KKR,LSG,7,69,3,10,92
PBKS,CSK,11,100,5,17,171
CSK,MI,11,67,5,15,107
LSG,MI,5,46,4,17,191
RR,MI,7,65,0,17,232
GT,MI,5,44,4,13,126
CSK,RCB,13,128,3,18,184
SRH,PBKS,14,98,3,18,149
GT,KKR,14,99,2,18,140
SRH,LSG,11,88,3,15,145
CSK,RCB,6,47,3,11,110
MI,LSG,9,74,6,20,192
GT,MI,15,94,4,17,112
LSG,RR,15,115,1,20,163
LSG,GT,8,58,2,14,137
RCB,DC,5,40,0,11,121
LSG,KKR,5,36,2,12,101
LSG,KKR,7,64,5,14,141
GT,DC,10,61,7,19,114
RCB,RR,8,77,2,19,235
SRH,LSG,7,54,1,8,66
SRH,PBKS,11,108,7,17,153
GT,RR,12,73,4,14,96
MI,PBKS,8,50,1,12,86
KKR,MI,6,38,3,15,108
RCB,GT,5,30,1,6,44
CSK,MI,10,75,4,14,102
RCB,CSK,5,42,2,16,161
LSG,PBKS,11,68,0,19,184
GT,KKR,13,115,3,15,137
PBKS,KKR,5,42,4,7,58
LSG,SRH,14,107,8,16,123
RCB,GT,10,80,4,20,148
MI,RR,11,107,4,16,150
LSG,PBKS,11,81,0,16,131
DC,KKR,14,121,4,20,195
CSK,PBKS,13,127,5,14,133
KKR,MI,13,94,1,14,105
RCB,RR,8,75,6,20,153
SRH,DC,7,63,4,13,109
RR,SRH,10,80,5,13,112
RCB,CSK,7,54,3,17,136
RCB,SRH,14,129,7,19,171
PBKS,RR,9,77,5,10,87
SRH,RCB,14,115,0,18,162
GT,PBKS,7,69,2,19,231
GT,KKR,14,85,8,18,115
RR,DC,11,108,5,20,167
PBKS,KKR,5,35,1,15,141
SRH,LSG,7,69,2,16,179
PBKS,SRH,15,119,5,19,162
MI,CSK,7,64,0,8,81
KKR,PBKS,15,119,7,17,131
KKR,LSG,8,75,4,12,117
DC,GT,15,137,2,17,165
LSG,RR,14,111,5,16,134
RCB,GT,8,71,4,16,168
CSK,RCB,14,132,6,19,166
CSK,PBKS,6,53,1,8,74
LSG,DC,12,96,5,15,115
LSG,RR,15,100,7,17,116
SRH,RR,6,43,2,17,151
CSK,LSG,12,91,9,18,125
RCB,GT,8,67,1,12,119
KKR,MI,15,119,5,18,146
LSG,MI,12,88,1,17,149
KKR,CSK,12,94,9,13,98
DC,RCB,10,93,4,19,153
GT,PBKS,13,91,0,17,160
KKR,DC,8,64,0,11,112
MI,SRH,10,78,0,17,166
PBKS,DC,9,73,2,20,218
DC,RR,15,91,9,17,102
KKR,SRH,6,53,3,16,132
CSK,PBKS,5,48,3,14,165
KKR,RCB,13,126,1,17,172
PBKS,SRH,5,34,2,7,55
KKR,LSG,7,69,4,19,148
GT,MI,13,111,1,15,141
MI,GT,9,75,3,11,100
RCB,LSG,12,98,9,15,117
RR,DC,13,118,5,14,126
KKR,CSK,8,55,4,18,132
LSG,MI,6,41,1,18,223
RCB,MI,7,54,3,20,168
KKR,RR,10,92,2,19,175
GT,DC,14,138,8,16,154
LSG,DC,7,46,1,13,104
SRH,LSG,14,107,9,17,119
GT,RR,8,61,4,18,155
RR,SRH,11,70,7,13,82
CSK,RR,10,68,4,11,75
GT,LSG,7,56,5,20,151
GT,SRH,6,43,0,13,154
KKR,RCB,13,115,5,18,160
RR,KKR,6,37,0,12,119
CSK,RCB,6,46,3,13,144
SRH,KKR,12,102,8,19,151
RCB,PBKS,11,89,6,20,152
RCB,CSK,10,98,6,12,115
DC,RCB,11,108,0,17,194
RR,DC,8,49,6,15,111
DC,KKR,5,47,2,15,149
PBKS,SRH,12,100,1,14,119
PBKS,CSK,12,114,7,16,140
LSG,CSK,9,66,6,19,143
CSK,KKR,6,57,0,10,123
CSK,KKR,10,68,0,12,94
RR,PBKS,10,83,0,14,132
PBKS,RR,9,84,6,15,131
RCB,CSK,5,48,4,12,126
SRH,GT,10,92,1,19,207
PBKS,KKR,8,49,4,14,120
CSK,PBKS,15,108,8,18,125
KKR,RCB,7,54,2,8,65
RR,DC,15,107,2,18,141
RR,KKR,13,94,9,16,111
KKR,MI,15,94,0,16,110
GT,RR,8,53,4,14,121
RCB,MI,12,89,9,18,128
KKR,GT,11,86,7,18,140
MI,PBKS,6,36,2,11,76
PBKS,RCB,10,95,6,14,116
CSK,KKR,13,118,1,15,151
RR,KKR,15,142,5,19,180
KKR,CSK,5,41,3,14,142
CSK,LSG,13,126,3,18,196
CSK,RCB,11,101,7,14,126
PBKS,MI,5,45,4,11,119
GT,RR,5,33,1,12,92
KKR,SRH,8,67,3,9,74
GT,KKR,7,55,0,17,185
MI,PBKS,9,60,2,10,71
CSK,RCB,8,67,1,9,76
KKR,CSK,5,47,4,12,139
CSK,LSG,14,128,8,19,155
SRH,PBKS,9,83,0,15,160
SRH,CSK,14,122,6,20,183
CSK,GT,11,108,7,12,114
LSG,RCB,10,85,2,13,111
RCB,RR,13,106,6,14,116
LSG,KKR,12,118,7,13,127
GT,MI,5,45,2,11,99
CSK,MI,8,73,5,17,160
DC,SRH,8,68,5,12,96
CSK,PBKS,15,109,8,17,119
GT,SRH,5,35,4,14,116
DC,KKR,12,114,7,15,138
SRH,RR,9,83,6,12,110
KKR,LSG,15,147,9,20,175
PBKS,CSK,7,68,1,17,214
GT,KKR,6,42,4,16,122
CSK,PBKS,13,118,5,20,176
LSG,RCB,12,80,5,13,88
SRH,PBKS,10,80,7,11,85
KKR,LSG,10,88,0,12,119
CSK,DC,13,127,5,18,168
GT,MI,12,116,0,15,167
RR,LSG,11,93,7,15,123
DC,LSG,6,37,1,14,127
DC,SRH,8,69,5,14,126
PBKS,SRH,8,68,2,10,92
PBKS,LSG,10,92,2,19,177
SRH,PBKS,5,33,3,18,190
CSK,GT,12,90,9,16,106
CSK,SRH,13,121,6,16,146
KKR,CSK,6,54,1,10,116
SRH,GT,14,119,6,15,129
GT,PBKS,5,34,1,11,130
KKR,RCB,13,81,9,17,102
DC,SRH,13,102,3,16,133
LSG,KKR,12,80,5,16,127
CSK,LSG,10,66,2,12,91
GT,MI,5,47,3,8,77
KKR,CSK,6,45,0,19,220
SRH,GT,9,84,2,11,107
DC,CSK,9,84,2,18,213
PBKS,CSK,7,46,5,11,87
KKR,LSG,7,69,3,19,197
RR,PBKS,5,43,2,14,171
MI,KKR,13,81,0,15,107
CSK,RCB,10,97,5,19,191
